Estimador,Ecuación,Factor de olvido,Tamaño de ventana,Control_1_1 en validación,Control_1_1 en calibración,Control_2_1 en validación,Control_2_1 en calibración,RDI45_1_2 en validación,RDI45_2_1 en validación,RDI45_2_1 en calibración,RDI30_2_1 en validación,RDI30_3_2 en validación,RDI30_3_2 en calibración,media
LTP Area,mean(LTP),0.99,10,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.395937807
LTP Area,mean(LTP),0.99,100,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.395937807
LTP Min,min(LTP),0.95,1,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.394653852
LTP Min,min(LTP),0.95,2,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.394653852
LTP Min,min(LTP),0.95,3,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.394653852
LTP Min,min(LTP),0.95,4,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.394653852
LTP Min,min(LTP),0.95,5,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.394653852
LTP Min,min(LTP),0.95,10,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.394653852
LTP Min,min(LTP),0.95,100,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.394653852
LTP Area,mean(LTP),0.95,1,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.390937807
LTP Area,mean(LTP),0.95,2,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.390937807
LTP Area,mean(LTP),0.95,3,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.390937807
LTP Area,mean(LTP),0.95,4,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.390937807
LTP Area,mean(LTP),0.95,5,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.390937807
LTP Area,mean(LTP),0.95,10,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.390937807
LTP Area,mean(LTP),0.95,100,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.390937807
LTP Min,min(LTP),0.9,1,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.388403852
LTP Min,min(LTP),0.9,2,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.388403852
LTP Min,min(LTP),0.9,3,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.388403852
LTP Min,min(LTP),0.9,4,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.388403852
LTP Min,min(LTP),0.9,5,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.388403852
LTP Min,min(LTP),0.9,10,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.388403852
LTP Min,min(LTP),0.9,100,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.388403852
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,1,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.387634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,2,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.387634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,3,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.387634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,4,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.387634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,5,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.387634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,10,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.387634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,100,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.387634495
LTP Area,mean(LTP),0.9,1,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.384687807
LTP Area,mean(LTP),0.9,2,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.384687807
LTP Area,mean(LTP),0.9,3,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.384687807
LTP Area,mean(LTP),0.9,4,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.384687807
LTP Area,mean(LTP),0.9,5,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.384687807
LTP Area,mean(LTP),0.9,10,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.384687807
LTP Area,mean(LTP),0.9,100,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.384687807
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,1,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.383190051
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,2,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.383190051
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,3,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.383190051
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,4,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.383190051
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,5,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.383190051
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,10,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.383190051
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,100,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.383190051
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,1,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.377634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,2,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.377634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,3,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.377634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,4,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.377634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,5,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.377634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,10,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.377634495
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,100,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.377634495
LTP Min,min(LTP),0.8,1,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.375903852
LTP Min,min(LTP),0.8,2,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.375903852
LTP Min,min(LTP),0.8,3,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.375903852
LTP Min,min(LTP),0.8,4,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.375903852
LTP Min,min(LTP),0.8,5,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.375903852
LTP Min,min(LTP),0.8,10,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.375903852
LTP Min,min(LTP),0.8,100,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.375903852
LTP Area,mean(LTP),0.8,1,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.372187807
LTP Area,mean(LTP),0.8,2,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.372187807
LTP Area,mean(LTP),0.8,3,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.372187807
LTP Area,mean(LTP),0.8,4,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.372187807
LTP Area,mean(LTP),0.8,5,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.372187807
LTP Area,mean(LTP),0.8,10,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.372187807
LTP Area,mean(LTP),0.8,100,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.372187807
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,1,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.366523384
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,2,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.366523384
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,3,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.366523384
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,4,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.366523384
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,5,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.366523384
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,10,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.366523384
LTP Area_n0_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,100,,,-1.38E-16,-1.53E-16,0.024687539,0.383073881,0.991698907,-0.125252186,0.444828749,0.77967357,0.366523384
LTP Max,max(LTP),0.99,1,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.326472467
LTP Max,max(LTP),0.99,2,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.326472467
LTP Max,max(LTP),0.99,3,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.326472467
LTP Max,max(LTP),0.99,4,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.326472467
LTP Max,max(LTP),0.99,5,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.326472467
LTP Max,max(LTP),0.99,10,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.326472467
LTP Max,max(LTP),0.99,100,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.326472467
LTP Max_n0,max(LTP)-LTP(00:00),0.99,1,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.321708033
LTP Max_n0,max(LTP)-LTP(00:00),0.99,2,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.321708033
LTP Max_n0,max(LTP)-LTP(00:00),0.99,3,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.321708033
LTP Max_n0,max(LTP)-LTP(00:00),0.99,4,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.321708033
LTP Max_n0,max(LTP)-LTP(00:00),0.99,5,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.321708033
LTP Max_n0,max(LTP)-LTP(00:00),0.99,10,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.321708033
LTP Max_n0,max(LTP)-LTP(00:00),0.99,100,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.321708033
LTP Max,max(LTP),0.95,1,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.321472467
LTP Max,max(LTP),0.95,2,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.321472467
LTP Max,max(LTP),0.95,3,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.321472467
LTP Max,max(LTP),0.95,4,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.321472467
LTP Max,max(LTP),0.95,5,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.321472467
LTP Max,max(LTP),0.95,10,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.321472467
LTP Max,max(LTP),0.95,100,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.321472467
LTP Max_n0,max(LTP)-LTP(00:00),0.95,1,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.317263588
LTP Max_n0,max(LTP)-LTP(00:00),0.95,2,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.317263588
LTP Max_n0,max(LTP)-LTP(00:00),0.95,3,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.317263588
LTP Max_n0,max(LTP)-LTP(00:00),0.95,4,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.317263588
LTP Max_n0,max(LTP)-LTP(00:00),0.95,5,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.317263588
LTP Max_n0,max(LTP)-LTP(00:00),0.95,10,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.317263588
LTP Max_n0,max(LTP)-LTP(00:00),0.95,100,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.317263588
LTP Max,max(LTP),0.9,1,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.315222467
LTP Max,max(LTP),0.9,2,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.315222467
LTP Max,max(LTP),0.9,3,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.315222467
LTP Max,max(LTP),0.9,4,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.315222467
LTP Max,max(LTP),0.9,5,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.315222467
LTP Max,max(LTP),0.9,10,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.315222467
LTP Max,max(LTP),0.9,100,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.315222467
LTP Max_n0,max(LTP)-LTP(00:00),0.9,1,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.311708033
LTP Max_n0,max(LTP)-LTP(00:00),0.9,2,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.311708033
LTP Max_n0,max(LTP)-LTP(00:00),0.9,3,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.311708033
LTP Max_n0,max(LTP)-LTP(00:00),0.9,4,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.311708033
LTP Max_n0,max(LTP)-LTP(00:00),0.9,5,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.311708033
LTP Max_n0,max(LTP)-LTP(00:00),0.9,10,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.311708033
LTP Max_n0,max(LTP)-LTP(00:00),0.9,100,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.311708033
LTP Max,max(LTP),0.8,1,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.302722467
LTP Max,max(LTP),0.8,2,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.302722467
LTP Max,max(LTP),0.8,3,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.302722467
LTP Max,max(LTP),0.8,4,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.302722467
LTP Max,max(LTP),0.8,5,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.302722467
LTP Max,max(LTP),0.8,10,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.302722467
LTP Max,max(LTP),0.8,100,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.302722467
LTP Max_n0,max(LTP)-LTP(00:00),0.8,1,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.300596921
LTP Max_n0,max(LTP)-LTP(00:00),0.8,2,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.300596921
LTP Max_n0,max(LTP)-LTP(00:00),0.8,3,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.300596921
LTP Max_n0,max(LTP)-LTP(00:00),0.8,4,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.300596921
LTP Max_n0,max(LTP)-LTP(00:00),0.8,5,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.300596921
LTP Max_n0,max(LTP)-LTP(00:00),0.8,10,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.300596921
LTP Max_n0,max(LTP)-LTP(00:00),0.8,100,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.300596921
LTP diff_min_norm,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,1,,,3.23E-17,2.41E-16,-0.018562897,0.672123915,,-0.375781135,-0.071815548,0.220737482,0.177087727
LTP diff_min_norm,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,2,,,3.23E-17,2.41E-16,-0.018562897,0.672123915,,-0.375781135,-0.071815548,0.220737482,0.177087727
LTP diff_min_norm,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,3,,,3.23E-17,2.41E-16,-0.018562897,0.672123915,,-0.375781135,-0.071815548,0.220737482,0.177087727
LTP diff_min_norm,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,4,,,3.23E-17,2.41E-16,-0.018562897,0.672123915,,-0.375781135,-0.071815548,0.220737482,0.177087727
